"State","2013_Urbanization","Year","Deaths","Population"
"North Carolina","Large Central Metro",2011,126,909219
"North Carolina","Large Central Metro",2012,111,931624
"North Carolina","Large Central Metro",2013,124,952270
"North Carolina","Large Central Metro",2014,157,973059
"North Carolina","Large Central Metro",2015,143,995919
"North Carolina","Large Central Metro",2016,142,1014982
"North Carolina","Large Fringe Metro",1999,87,462179
"North Carolina","Large Fringe Metro",2000,90,472706
"North Carolina","Large Fringe Metro",2001,103,487521
"North Carolina","Large Fringe Metro",2002,115,498492
"North Carolina","Large Fringe Metro",2003,106,506703
"North Carolina","Large Fringe Metro",2004,95,517573
"North Carolina","Large Fringe Metro",2005,108,531185
"North Carolina","Large Fringe Metro",2006,122,550570
"North Carolina","Large Fringe Metro",2007,115,569714
"North Carolina","Large Fringe Metro",2008,125,587615
"North Carolina","Large Fringe Metro",2009,136,597571
"North Carolina","Large Fringe Metro",2010,132,602642
"North Carolina","Large Fringe Metro",2011,124,609493
"North Carolina","Large Fringe Metro",2012,124,615570
"North Carolina","Large Fringe Metro",2013,136,622911
"North Carolina","Large Fringe Metro",2014,131,632361
"North Carolina","Large Fringe Metro",2015,133,642951
"North Carolina","Large Fringe Metro",2016,141,653179
"North Carolina","Medium Metro",1999,287,1424524
"North Carolina","Medium Metro",2000,316,1442380
"North Carolina","Medium Metro",2001,305,1465660
"North Carolina","Medium Metro",2002,277,1480427
"North Carolina","Medium Metro",2003,295,1486270
"North Carolina","Medium Metro",2004,307,1506390
"North Carolina","Medium Metro",2005,279,1526653
"North Carolina","Medium Metro",2006,329,1558671
"North Carolina","Medium Metro",2007,311,1579512
"North Carolina","Medium Metro",2008,352,1606785
"North Carolina","Medium Metro",2009,343,1625391
"North Carolina","Medium Metro",2010,342,1637358
"North Carolina","Medium Metro",2011,350,1655804
"North Carolina","Medium Metro",2012,381,1669879
"North Carolina","Medium Metro",2013,372,1688667
"North Carolina","Medium Metro",2014,346,1701939
"North Carolina","Medium Metro",2015,416,1717161
"North Carolina","Medium Metro",2016,394,1729635
"North Carolina","Micropolitan (non-metro)",1999,121,684124
"North Carolina","Micropolitan (non-metro)",2000,159,690761
"North Carolina","Micropolitan (non-metro)",2001,164,698620
"North Carolina","Micropolitan (non-metro)",2002,155,704631
"North Carolina","Micropolitan (non-metro)",2003,130,708278
"North Carolina","Micropolitan (non-metro)",2004,146,714324
"North Carolina","Micropolitan (non-metro)",2005,161,722448
"North Carolina","Micropolitan (non-metro)",2006,160,731819
"North Carolina","Micropolitan (non-metro)",2007,144,739922
"North Carolina","Micropolitan (non-metro)",2008,167,749555
"North Carolina","Micropolitan (non-metro)",2009,167,755885
"North Carolina","Micropolitan (non-metro)",2010,150,760934
"North Carolina","Micropolitan (non-metro)",2011,188,764216
"North Carolina","Micropolitan (non-metro)",2012,169,767326
"North Carolina","Micropolitan (non-metro)",2013,192,765534
"North Carolina","Micropolitan (non-metro)",2014,199,765408
"North Carolina","Micropolitan (non-metro)",2015,222,766566
"North Carolina","Micropolitan (non-metro)",2016,177,766896
"North Carolina","NonCore (non-metro)",1999,57,290333
"North Carolina","NonCore (non-metro)",2000,63,293229
"North Carolina","NonCore (non-metro)",2001,70,296366
"North Carolina","NonCore (non-metro)",2002,75,298987
"North Carolina","NonCore (non-metro)",2003,67,300494
"North Carolina","NonCore (non-metro)",2004,71,303116
"North Carolina","NonCore (non-metro)",2005,58,305262
"North Carolina","NonCore (non-metro)",2006,54,309062
"North Carolina","NonCore (non-metro)",2007,81,312147
"North Carolina","NonCore (non-metro)",2008,65,315242
"North Carolina","NonCore (non-metro)",2009,80,317862
"North Carolina","NonCore (non-metro)",2010,69,318731
"North Carolina","NonCore (non-metro)",2011,69,317916
"North Carolina","NonCore (non-metro)",2012,79,317388
"North Carolina","NonCore (non-metro)",2013,58,316779
"North Carolina","NonCore (non-metro)",2014,66,315444
"North Carolina","NonCore (non-metro)",2015,64,314815
"North Carolina","NonCore (non-metro)",2016,75,313246
"North Carolina","Small Metro",1999,59,388409
"North Carolina","Small Metro",2000,52,390726
"North Carolina","Small Metro",2001,58,396000
"North Carolina","Small Metro",2002,58,399113
"North Carolina","Small Metro",2003,61,397460
"North Carolina","Small Metro",2004,72,407812
"North Carolina","Small Metro",2005,78,409328
"North Carolina","Small Metro",2006,82,416792
"North Carolina","Small Metro",2007,64,421679
"North Carolina","Small Metro",2008,73,430896
"North Carolina","Small Metro",2009,79,436721
"North Carolina","Small Metro",2010,86,442154
"North Carolina","Small Metro",2011,76,447074
"North Carolina","Small Metro",2012,93,451111
"North Carolina","Small Metro",2013,107,454451
"North Carolina","Small Metro",2014,86,456382
"North Carolina","Small Metro",2015,92,454613
"North Carolina","Small Metro",2016,85,455014
"North Dakota","Micropolitan (non-metro)",1999,13,75268
"North Dakota","Micropolitan (non-metro)",2000,10,74565
"North Dakota","Micropolitan (non-metro)",2001,11,73885
"North Dakota","Micropolitan (non-metro)",2002,19,73447
"North Dakota","Micropolitan (non-metro)",2003,17,73260
"North Dakota","Micropolitan (non-metro)",2004,14,73851
"North Dakota","Micropolitan (non-metro)",2005,24,73763
"North Dakota","Micropolitan (non-metro)",2006,15,74052
"North Dakota","Micropolitan (non-metro)",2007,11,74299
"North Dakota","Micropolitan (non-metro)",2008,18,74807
"North Dakota","Micropolitan (non-metro)",2009,20,76384
"North Dakota","Micropolitan (non-metro)",2010,21,78125
"North Dakota","Micropolitan (non-metro)",2011,21,81472
"North Dakota","Micropolitan (non-metro)",2012,30,84809
"North Dakota","Micropolitan (non-metro)",2013,34,90181
"North Dakota","Micropolitan (non-metro)",2014,31,93741
"North Dakota","Micropolitan (non-metro)",2015,20,97828
"North Dakota","Micropolitan (non-metro)",2016,31,95777
"North Dakota","NonCore (non-metro)",1999,25,102024
"North Dakota","NonCore (non-metro)",2000,28,100970
"North Dakota","NonCore (non-metro)",2001,26,99101
"North Dakota","NonCore (non-metro)",2002,26,98085
"North Dakota","NonCore (non-metro)",2003,23,97321
"North Dakota","NonCore (non-metro)",2004,15,96908
"North Dakota","NonCore (non-metro)",2005,24,96253
"North Dakota","NonCore (non-metro)",2006,23,95146
"North Dakota","NonCore (non-metro)",2007,21,94733
"North Dakota","NonCore (non-metro)",2008,23,94327
"North Dakota","NonCore (non-metro)",2009,24,94465
"North Dakota","NonCore (non-metro)",2010,29,95049
"North Dakota","NonCore (non-metro)",2011,27,95859
"North Dakota","NonCore (non-metro)",2012,27,97877
"North Dakota","NonCore (non-metro)",2013,31,99971
"North Dakota","NonCore (non-metro)",2014,32,101217
"North Dakota","NonCore (non-metro)",2015,33,102690
"North Dakota","NonCore (non-metro)",2016,39,101551
"North Dakota","Small Metro",1999,18,144350
"North Dakota","Small Metro",2000,21,144989
"North Dakota","Small Metro",2001,24,146289
"North Dakota","Small Metro",2002,32,147619
"North Dakota","Small Metro",2003,26,149340
"North Dakota","Small Metro",2004,34,152938
"North Dakota","Small Metro",2005,38,154530
"North Dakota","Small Metro",2006,35,157641
"North Dakota","Small Metro",2007,55,159724
"North Dakota","Small Metro",2008,31,162304
"North Dakota","Small Metro",2009,34,164445
"North Dakota","Small Metro",2010,39,166690
"North Dakota","Small Metro",2011,38,168939
"North Dakota","Small Metro",2012,30,173056
"North Dakota","Small Metro",2013,43,179849
"North Dakota","Small Metro",2014,50,184061
"North Dakota","Small Metro",2015,47,188335
"North Dakota","Small Metro",2016,43,191646
"Ohio","Large Central Metro",1999,254,1580776
"Ohio","Large Central Metro",2000,235,1580733
"Ohio","Large Central Metro",2001,291,1580899
"Ohio","Large Central Metro",2002,275,1575733
"Ohio","Large Central Metro",2003,199,1570995
"Ohio","Large Central Metro",2004,282,1563885
"Ohio","Large Central Metro",2005,305,1556452
"Ohio","Large Central Metro",2006,292,1550585
"Ohio","Large Central Metro",2007,303,1549475
"Ohio","Large Central Metro",2008,308,1551176
"Ohio","Large Central Metro",2009,211,1556939
"Ohio","Large Central Metro",2010,280,1559082
"Ohio","Large Central Metro",2011,277,1561850
"Ohio","Large Central Metro",2012,306,1569570
"Ohio","Large Central Metro",2013,305,1578927
"Ohio","Large Central Metro",2014,301,1588090
"Ohio","Large Central Metro",2015,316,1596432
"Ohio","Large Central Metro",2016,329,1602730
"Ohio","Large Fringe Metro",1999,133,1011585
"Ohio","Large Fringe Metro",2000,148,1023423
"Ohio","Large Fringe Metro",2001,168,1042474
"Ohio","Large Fringe Metro",2002,205,1058276
"Ohio","Large Fringe Metro",2003,160,1076607
"Ohio","Large Fringe Metro",2004,198,1093685
"Ohio","Large Fringe Metro",2005,196,1110117
"Ohio","Large Fringe Metro",2006,196,1127543
"Ohio","Large Fringe Metro",2007,207,1141376
"Ohio","Large Fringe Metro",2008,214,1152234
"Ohio","Large Fringe Metro",2009,197,1159628
"Ohio","Large Fringe Metro",2010,222,1165413
"Ohio","Large Fringe Metro",2011,234,1172455
"Ohio","Large Fringe Metro",2012,251,1175716
"Ohio","Large Fringe Metro",2013,254,1183108
"Ohio","Large Fringe Metro",2014,243,1192073
"Ohio","Large Fringe Metro",2015,242,1199223
"Ohio","Large Fringe Metro",2016,270,1205573
"Ohio","Medium Metro",1999,259,1481228
"Ohio","Medium Metro",2000,238,1480222
"Ohio","Medium Metro",2001,279,1480729
"Ohio","Medium Metro",2002,280,1480353
"Ohio","Medium Metro",2003,250,1481349
"Ohio","Medium Metro",2004,280,1481210
"Ohio","Medium Metro",2005,298,1479345
"Ohio","Medium Metro",2006,268,1477239
"Ohio","Medium Metro",2007,271,1474979
"Ohio","Medium Metro",2008,310,1471761
"Ohio","Medium Metro",2009,282,1469089
"Ohio","Medium Metro",2010,322,1467746
"Ohio","Medium Metro",2011,315,1467490
"Ohio","Medium Metro",2012,314,1465644
"Ohio","Medium Metro",2013,320,1467537
"Ohio","Medium Metro",2014,319,1466447
"Ohio","Medium Metro",2015,397,1464537
"Ohio","Medium Metro",2016,394,1461341
"Ohio","Micropolitan (non-metro)",1999,168,944975
"Ohio","Micropolitan (non-metro)",2000,179,946178
"Ohio","Micropolitan (non-metro)",2001,182,948284
"Ohio","Micropolitan (non-metro)",2002,179,951375
"Ohio","Micropolitan (non-metro)",2003,176,954616
"Ohio","Micropolitan (non-metro)",2004,187,955829
"Ohio","Micropolitan (non-metro)",2005,204,957334
"Ohio","Micropolitan (non-metro)",2006,175,959159
"Ohio","Micropolitan (non-metro)",2007,173,960414
"Ohio","Micropolitan (non-metro)",2008,199,960905
"Ohio","Micropolitan (non-metro)",2009,151,959662
"Ohio","Micropolitan (non-metro)",2010,225,959461
"Ohio","Micropolitan (non-metro)",2011,233,958640
"Ohio","Micropolitan (non-metro)",2012,217,955111
"Ohio","Micropolitan (non-metro)",2013,220,954454
"Ohio","Micropolitan (non-metro)",2014,201,952940
"Ohio","Micropolitan (non-metro)",2015,240,952581
"Ohio","Micropolitan (non-metro)",2016,224,950321
"Ohio","NonCore (non-metro)",1999,37,222958
"Ohio","NonCore (non-metro)",2000,52,223337
"Ohio","NonCore (non-metro)",2001,33,224084
"Ohio","NonCore (non-metro)",2002,39,225446
"Ohio","NonCore (non-metro)",2003,40,226778
"Ohio","NonCore (non-metro)",2004,52,227787
"Ohio","NonCore (non-metro)",2005,52,227959
"Ohio","NonCore (non-metro)",2006,51,228757
"Ohio","NonCore (non-metro)",2007,56,228938
"Ohio","NonCore (non-metro)",2008,43,228849
"Ohio","NonCore (non-metro)",2009,42,228466
"Ohio","NonCore (non-metro)",2010,36,227961
"Ohio","NonCore (non-metro)",2011,54,227572
"Ohio","NonCore (non-metro)",2012,64,226668
"Ohio","NonCore (non-metro)",2013,45,226777
"Ohio","NonCore (non-metro)",2014,46,225869
"Ohio","NonCore (non-metro)",2015,45,225223
"Ohio","NonCore (non-metro)",2016,65,224834
"Ohio","Small Metro",1999,50,258915
"Ohio","Small Metro",2000,45,258369
"Ohio","Small Metro",2001,51,257243
"Ohio","Small Metro",2002,52,257321
"Ohio","Small Metro",2003,60,255908
"Ohio","Small Metro",2004,37,255444
"Ohio","Small Metro",2005,46,255410
"Ohio","Small Metro",2006,59,254863
"Ohio","Small Metro",2007,53,254321
"Ohio","Small Metro",2008,50,253872
"Ohio","Small Metro",2009,57,253094
"Ohio","Small Metro",2010,60,252493
"Ohio","Small Metro",2011,54,251345
"Ohio","Small Metro",2012,71,249911
"Ohio","Small Metro",2013,43,248856
"Ohio","Small Metro",2014,53,249353
"Ohio","Small Metro",2015,71,248534
"Ohio","Small Metro",2016,60,246895
"Oklahoma","Large Central Metro",1999,79,318533
"Oklahoma","Large Central Metro",2000,77,320426
"Oklahoma","Large Central Metro",2001,78,322837
"Oklahoma","Large Central Metro",2002,80,326248
"Oklahoma","Large Central Metro",2003,73,327807
"Oklahoma","Large Central Metro",2004,69,330019
"Oklahoma","Large Central Metro",2005,74,332784
"Oklahoma","Large Central Metro",2006,83,336097
"Oklahoma","Large Central Metro",2007,74,339124
"Oklahoma","Large Central Metro",2008,76,342162
"Oklahoma","Large Central Metro",2009,84,347794
"Oklahoma","Large Central Metro",2010,90,351376
"Oklahoma","Large Central Metro",2011,101,358881
"Oklahoma","Large Central Metro",2012,110,363677
"Oklahoma","Large Central Metro",2013,106,369948
"Oklahoma","Large Central Metro",2014,106,375046
"Oklahoma","Large Central Metro",2015,100,380079
"Oklahoma","Large Central Metro",2016,123,383094
"Oklahoma","Large Fringe Metro",1999,37,214883
"Oklahoma","Large Fringe Metro",2000,44,216710
"Oklahoma","Large Fringe Metro",2001,49,221500
"Oklahoma","Large Fringe Metro",2002,41,225055
"Oklahoma","Large Fringe Metro",2003,39,229502
"Oklahoma","Large Fringe Metro",2004,48,233450
"Oklahoma","Large Fringe Metro",2005,46,238351
"Oklahoma","Large Fringe Metro",2006,31,245741
"Oklahoma","Large Fringe Metro",2007,31,251115
"Oklahoma","Large Fringe Metro",2008,52,256442
"Oklahoma","Large Fringe Metro",2009,61,261633
"Oklahoma","Large Fringe Metro",2010,58,265971
"Oklahoma","Large Fringe Metro",2011,76,271643
"Oklahoma","Large Fringe Metro",2012,54,276178
"Oklahoma","Large Fringe Metro",2013,61,281007
"Oklahoma","Large Fringe Metro",2014,69,283700
"Oklahoma","Large Fringe Metro",2015,89,289162
"Oklahoma","Large Fringe Metro",2016,90,293944
"Oklahoma","Medium Metro",1999,93,459745
"Oklahoma","Medium Metro",2000,105,462585
"Oklahoma","Medium Metro",2001,114,467407
"Oklahoma","Medium Metro",2002,103,471820
"Oklahoma","Medium Metro",2003,134,473571
"Oklahoma","Medium Metro",2004,106,474409
"Oklahoma","Medium Metro",2005,120,477327
"Oklahoma","Medium Metro",2006,124,483178
"Oklahoma","Medium Metro",2007,128,490355
"Oklahoma","Medium Metro",2008,158,495094
"Oklahoma","Medium Metro",2009,121,502265
"Oklahoma","Medium Metro",2010,146,506393
"Oklahoma","Medium Metro",2011,171,511383
"Oklahoma","Medium Metro",2012,145,512531
"Oklahoma","Medium Metro",2013,137,516961
"Oklahoma","Medium Metro",2014,179,520651
"Oklahoma","Medium Metro",2015,198,526552
"Oklahoma","Medium Metro",2016,186,529912
"Oklahoma","Micropolitan (non-metro)",1999,90,367373
"Oklahoma","Micropolitan (non-metro)",2000,88,368095
"Oklahoma","Micropolitan (non-metro)",2001,99,368765
"Oklahoma","Micropolitan (non-metro)",2002,82,370281
"Oklahoma","Micropolitan (non-metro)",2003,78,371560
"Oklahoma","Micropolitan (non-metro)",2004,95,372269
"Oklahoma","Micropolitan (non-metro)",2005,81,373213
"Oklahoma","Micropolitan (non-metro)",2006,90,377971
"Oklahoma","Micropolitan (non-metro)",2007,96,381349
"Oklahoma","Micropolitan (non-metro)",2008,102,384922
"Oklahoma","Micropolitan (non-metro)",2009,94,388802
"Oklahoma","Micropolitan (non-metro)",2010,110,390698
"Oklahoma","Micropolitan (non-metro)",2011,103,393759
"Oklahoma","Micropolitan (non-metro)",2012,119,395542
"Oklahoma","Micropolitan (non-metro)",2013,119,398503
"Oklahoma","Micropolitan (non-metro)",2014,107,399752
"Oklahoma","Micropolitan (non-metro)",2015,116,400485
"Oklahoma","Micropolitan (non-metro)",2016,142,398732
"Oklahoma","NonCore (non-metro)",1999,79,264375
"Oklahoma","NonCore (non-metro)",2000,64,265171
"Oklahoma","NonCore (non-metro)",2001,69,264505
"Oklahoma","NonCore (non-metro)",2002,78,264677
"Oklahoma","NonCore (non-metro)",2003,62,265338
"Oklahoma","NonCore (non-metro)",2004,62,267168
"Oklahoma","NonCore (non-metro)",2005,74,268209
"Oklahoma","NonCore (non-metro)",2006,85,269059
"Oklahoma","NonCore (non-metro)",2007,63,270134
"Oklahoma","NonCore (non-metro)",2008,68,271493
"Oklahoma","NonCore (non-metro)",2009,81,274261
"Oklahoma","NonCore (non-metro)",2010,82,275566
"Oklahoma","NonCore (non-metro)",2011,83,274095
"Oklahoma","NonCore (non-metro)",2012,87,273181
"Oklahoma","NonCore (non-metro)",2013,90,272896
"Oklahoma","NonCore (non-metro)",2014,84,272957
"Oklahoma","NonCore (non-metro)",2015,104,273128
"Oklahoma","NonCore (non-metro)",2016,107,272015
"Oklahoma","Small Metro",1999,14,63455
"Oklahoma","Small Metro",2000,16,62908
"Oklahoma","Small Metro",2001,15,62034
"Oklahoma","Small Metro",2002,13,61919
"Oklahoma","Small Metro",2003,12,59391
"Oklahoma","Small Metro",2004,15,63247
